,acc_0,acc_1,acc_2,acc_3,acc_4,mean_acc
mobnet_8x8_finetune_no_freeze,0.36764705882352944,0.24080882352941177,0.8323376225490197,0.9886642156862745,0.9998468137254902,0.6858609068627451
mobnet_8x8_finetune_freeze,0.05047487745098039,0.08272058823529412,0.018688725490196078,0.9886642156862745,0.9998468137254902,0.4280790441176471
